,BOURRELIER GROUP,ALES GROUPE,MANITOU BF,FIGEAC AERO,FOUNTAINE PAJOT,DELFINGEN INDUSTRY,PRECIA,MANUTAN INTERNATIONAL,HAULOTTE GROUP,ADVINI,DAMARTEX,ROBERTET,ESKER,DESJOYAUX SA PISCINES,CAPELLI RGPT,TFF GROUP,EUROGERM,JACQUET METAL SERVICE,CPS LECTRA,GROUPE GUILLIN,AUBAY,LNA SANTE,LACROIX S.A,GUERBET,SOGECLAIR,HERIGE,VETOQUINOL,LAURENT-PERRIER,A.S.T GROUPE
2017-12-12,60.0,10.5,31.49,16.1,86.86,38.23,220.0,82.49,16.19,33.45,35.42,397.0,50.8,13.51208,50.1,41.4,31.0,26.2,24.0,34.05,36.0,58.8,27.5,74.59,48.48,40.0,54.54,81.89,7.96
2017-12-13,60.52,10.44,32.1,16.03,90.51,38.46,220.0,83.66,16.2,33.41,35.43,401.0,50.87,13.68569,49.5,41.4,31.0,26.25,24.8,33.74,35.65,59.89,27.5,74.06,48.01,39.8,56.0,82.17,8.01
2017-12-14,61.0,10.37,32.3,16.15,91.45,38.5,220.0,84.7,16.13,33.42,35.43,397.8,51.04,13.64711,49.48,39.25,31.0,26.325,24.8,33.49,35.71,59.7,27.2,74.36,47.85,39.6,56.75,82.21,8.04
2017-12-15,61.5,10.47,30.9,16.2,94.7,38.78,217.9,85.8,16.02,33.37,34.51,402.98,51.31,13.61818,51.37,39.5,30.74,25.85,24.8,33.13,34.91,57.66,27.75,74.2,47.9,39.0,56.2,82.2,8.06
2017-12-18,61.0,10.97,30.71,16.22,102.9,38.77,220.0,87.55,16.13,33.68,34.04,401.94,51.0,13.64711,53.89,39.2,30.7,26.815,24.71,33.59,35.18,57.97,27.45,75.99,47.83,39.4,56.25,82.96,8.01
2017-12-19,60.01,10.73,31.35,16.15,102.45,39.1,219.0,87.5,16.15,33.98,34.2,400.51,51.9,13.64711,53.52,39.39,30.7,26.74,25.8,33.74,34.84,58.95,27.21,76.36,47.36,39.7,57.02,82.96,8.01
2017-12-20,61.49,10.66,31.71,17.69,100.07,39.5,220.0,87.48,16.2,33.99,34.22,402.0,51.67,13.59889,53.3,39.1,30.5,27.13,25.16,33.81,34.8,57.6,26.2,78.78,47.36,39.54,57.69,83.5,8.04
2017-12-21,65.0,10.55,32.5,18.84,103.0,39.5,216.0,94.0,16.22,33.86,35.4,402.0,51.42,13.59889,53.6,41.0,30.5,27.1,25.16,33.66,35.48,56.94,26.97,79.55,47.69,39.7,58.03,84.49,8.03
2017-12-22,64.99,10.51,31.5,18.88,104.0,39.49,219.0,93.5,16.11,34.4,36.56,402.99,51.48,13.50244,53.4,40.99,30.5,27.05,25.15,33.56,35.56,57.73,27.0,78.99,48.12,39.69,58.1,83.65,7.95
2017-12-27,64.99,10.5,31.395,19.2,100.0,39.7,218.9,90.0,16.07,33.88,39.34,403.98,51.11,13.59889,52.37,40.35,30.51,27.16,25.28,33.69,34.8,58.24,27.0,78.42,48.0,40.22,58.15,84.2,8.0
2017-12-28,61.02,11.3,31.2,18.99,100.99,40.55,219.0,89.51,16.12,34.49,39.3,406.0,50.9,13.51208,52.13,40.02,30.6,27.335,25.49,34.18,34.6,58.67,27.0,78.9,47.9,40.32,59.5,83.68,7.93
2017-12-29,62.0,11.3,30.5,18.89,100.86,41.37,219.0,89.55,16.13,34.49,39.29,408.0,51.23,13.50244,52.03,40.11,30.6,27.5,25.15,34.4,34.6,58.9,26.99,79.3,47.75,40.3,60.53,83.31,7.93
2018-01-02,62.0,11.1,30.1,19.0,100.0,41.2,220.0,90.8,16.72,34.4,40.3,412.0,51.2,13.50244,50.6,41.51,30.6,27.1,25.15,33.8,35.0,58.8,27.0,81.1,47.9,40.6,60.0,82.6,7.96
2018-01-03,62.0,10.8,30.8,18.82,100.0,41.7,228.0,93.8,17.18,34.6,40.3,415.0,51.7,13.50244,51.2,42.6,30.6,27.9,25.45,34.0,34.8,59.3,26.9,81.6,48.4,40.6,61.0,81.4,8.06
2018-01-04,62.0,10.8,31.6,18.62,103.0,41.8,226.0,94.6,16.94,34.4,42.0,420.0,51.7,13.59889,52.8,45.085,30.8,28.45,25.2,36.35,34.05,59.5,26.7,83.0,48.8,40.5,60.8,81.4,8.22
2018-01-05,61.5,11.1,31.7,18.64,105.0,41.7,224.0,96.2,16.84,34.4,41.5,421.0,52.2,13.45422,53.0,45.995,30.4,29.15,25.0,35.9,33.75,59.7,27.6,84.5,48.6,39.0,61.2,80.6,8.36
2018-01-08,60.0,11.35,31.4,18.9,106.0,41.5,226.0,96.6,17.44,34.4,41.0,422.0,52.5,13.79178,53.6,44.9,30.6,29.0,26.0,36.55,34.15,59.5,30.0,84.2,48.2,38.7,61.0,81.0,8.44
2018-01-09,60.0,11.35,31.7,19.38,108.5,44.5,226.0,96.8,17.28,34.4,40.8,414.0,53.3,13.88822,53.8,44.8,30.4,28.8,25.3,36.15,34.15,59.4,30.6,84.7,48.9,38.6,61.4,81.4,8.35
2018-01-10,61.0,11.4,31.9,19.3,108.5,43.9,224.0,96.8,16.94,34.4,40.5,422.0,52.4,13.79178,53.6,45.05,30.6,29.15,25.3,36.1,34.0,59.0,31.7,84.3,49.5,40.3,62.8,82.4,8.44
2018-01-11,61.5,11.65,31.8,19.1,118.0,43.9,224.0,96.2,16.96,34.4,40.5,417.0,52.5,14.08112,55.0,46.495,29.6,28.8,25.15,35.45,34.25,57.9,35.3,81.9,49.5,40.1,62.6,83.0,8.34
2018-01-12,61.5,11.35,32.0,19.08,120.0,43.7,226.0,96.0,17.14,35.0,40.2,416.0,52.8,13.74356,54.8,46.7,29.6,29.9,25.15,35.15,34.95,58.0,34.2,79.9,50.0,40.4,64.8,85.8,8.33
2018-01-15,61.0,11.2,32.3,19.1,120.0,43.6,220.0,95.8,17.82,36.0,40.3,412.0,52.8,13.45422,54.6,47.065,30.0,30.05,25.15,35.1,34.75,57.0,30.4,82.6,51.8,40.6,64.6,87.0,8.53
2018-01-16,61.0,11.5,33.1,19.1,116.0,43.6,220.0,95.6,18.4,35.8,40.1,408.0,53.3,13.40599,54.6,47.135,29.8,30.2,25.5,34.95,34.95,56.7,30.8,81.2,51.2,40.7,64.8,88.2,8.85
2018-01-17,60.5,11.65,32.9,19.1,112.0,43.5,220.0,95.6,18.26,35.6,39.5,412.0,54.2,13.59889,54.0,47.45,30.0,31.4,25.5,34.65,35.0,55.6,31.8,80.9,51.6,40.4,61.4,89.0,9.24
2018-01-18,60.0,11.5,32.55,19.18,111.5,43.5,220.0,96.0,18.2,35.0,38.0,411.0,52.7,13.79178,54.2,46.605,30.2,31.9,25.15,34.8,35.3,55.8,32.2,83.0,53.2,40.7,62.4,97.0,9.83
2018-01-19,61.0,11.8,31.8,19.1,112.0,43.3,220.0,100.0,18.18,34.6,37.8,407.0,52.0,13.69533,53.6,46.1,30.2,31.7,25.25,35.85,36.1,55.8,31.8,83.7,53.4,40.3,62.0,94.0,9.88
2018-01-22,60.0,11.5,32.0,19.06,112.0,44.0,220.0,99.2,18.32,34.4,37.7,421.0,53.9,13.98467,53.4,45.5,30.2,32.0,25.15,36.85,36.3,55.9,31.0,82.2,53.0,39.9,61.8,90.8,9.92
2018-01-23,61.5,11.55,31.6,18.94,111.0,43.9,220.0,99.4,18.6,35.8,37.8,427.0,54.5,13.79178,53.0,45.2,30.0,31.75,24.8,37.95,37.0,55.1,30.7,82.3,53.0,40.3,61.2,90.0,9.53
2018-01-24,61.5,11.8,32.0,18.9,115.5,44.0,220.0,98.6,19.3,35.2,37.7,425.0,55.3,13.69533,52.2,45.495,30.0,30.55,24.2,37.75,36.9,55.4,31.7,82.5,52.0,40.7,55.0,90.0,9.15
2018-01-25,61.5,11.45,32.05,18.34,116.5,44.0,220.0,97.4,19.18,35.4,37.5,412.0,55.5,13.98467,52.4,45.0,30.2,31.0,23.85,38.0,37.0,55.4,31.9,81.8,51.4,40.6,52.4,90.0,9.41
2018-01-26,60.5,11.35,31.6,18.36,114.5,43.9,220.0,96.6,18.46,35.2,37.4,427.0,55.0,13.98467,52.4,43.9,30.0,31.05,23.15,37.95,37.1,54.7,32.0,81.8,51.2,41.0,50.0,91.8,9.38
2018-01-29,62.0,11.3,32.0,18.4,115.0,43.7,220.0,95.6,18.9,35.0,37.5,429.0,55.5,13.98467,51.8,43.005,30.2,31.6,23.35,38.5,37.5,54.6,33.4,81.5,49.5,41.9,51.2,92.0,9.5
2018-01-30,62.5,11.2,31.3,18.16,113.0,43.3,220.0,94.4,18.9,34.8,37.5,423.0,54.2,13.79178,51.0,43.2,30.0,30.8,23.1,38.25,37.8,55.4,33.3,80.3,48.9,42.5,52.6,92.8,9.48
2018-01-31,63.0,10.9,34.4,18.48,114.5,43.6,220.0,93.4,19.22,34.8,37.6,416.0,52.8,13.84,51.4,43.305,30.0,29.9,22.75,37.95,38.4,55.1,32.7,80.4,48.9,42.5,54.2,96.0,9.5
2018-02-01,63.0,10.9,35.3,18.1,111.5,43.1,220.0,95.0,18.8,34.8,37.7,413.0,52.9,13.50244,51.6,43.85,30.0,29.6,22.9,37.3,37.5,55.0,33.4,79.0,48.7,43.2,55.4,99.0,9.9
2018-02-02,62.0,10.9,34.9,17.86,108.5,42.5,218.0,95.4,18.14,34.0,38.0,412.0,53.3,13.50244,50.4,43.435,30.0,28.9,22.45,37.8,37.5,55.1,34.9,78.2,48.4,42.4,54.6,99.0,9.94
2018-02-05,60.5,10.9,34.3,17.4,105.5,42.0,218.0,94.2,17.88,34.8,37.4,407.0,53.0,13.59889,47.8,44.145,30.0,27.9,22.55,36.6,36.6,53.2,34.2,77.1,46.5,43.2,52.6,99.0,9.59
2018-02-06,60.5,9.42,32.85,17.1,101.5,40.3,216.0,90.0,17.28,34.2,36.1,400.0,52.5,13.16488,44.9,43.76,29.4,27.35,22.45,35.9,35.8,51.4,33.3,76.5,46.5,41.0,50.8,99.0,9.67
2018-02-07,61.0,9.38,33.7,17.8,105.0,41.2,218.0,93.8,17.72,34.6,36.2,404.0,52.7,13.55066,48.3,43.395,29.8,28.4,22.55,36.45,36.55,53.9,35.4,79.5,47.3,41.1,50.0,98.8,9.7
2018-02-08,61.5,9.0,34.6,18.0,103.5,41.0,216.0,92.6,17.66,34.6,36.0,403.0,52.2,13.50244,47.1,42.9,29.8,27.6,22.5,36.5,36.05,54.2,35.0,78.9,48.0,41.2,52.4,98.8,9.63
2018-02-09,61.5,8.92,33.6,17.4,100.5,41.2,218.0,89.4,17.32,34.8,35.7,395.0,52.0,13.2131,44.7,42.99,29.2,26.9,22.55,35.05,36.25,53.1,34.7,76.2,45.7,41.6,51.0,99.6,9.67
2018-02-12,61.5,8.98,34.25,17.2,111.0,41.5,220.0,91.0,18.1,34.6,35.7,403.0,51.4,13.26132,46.1,43.995,29.2,27.65,22.8,36.8,36.0,52.7,35.8,75.7,48.3,40.8,51.6,99.8,9.52
2018-02-13,60.0,8.94,34.75,17.0,106.5,40.7,218.0,92.2,17.94,34.6,35.7,405.0,51.4,13.06843,46.5,45.0,29.6,27.25,21.6,35.65,36.9,53.1,37.7,72.2,47.9,40.9,52.8,98.2,9.55
2018-02-14,60.5,8.8,35.75,16.68,111.5,40.7,216.0,92.0,18.4,34.8,35.8,402.0,51.0,13.30955,47.0,45.8,29.6,28.8,21.5,36.8,37.95,55.0,40.5,75.4,48.8,41.1,53.8,95.2,9.3
2018-02-15,61.0,8.9,36.65,16.36,119.0,39.0,220.0,94.2,18.88,34.2,35.7,406.0,51.7,13.40599,48.0,48.3,29.8,28.5,21.5,37.5,38.0,55.3,39.7,75.5,48.8,42.0,55.4,99.2,8.99
2018-02-16,62.5,9.0,36.85,16.54,112.5,39.7,220.0,95.6,18.82,34.6,35.6,411.0,52.2,13.50244,49.0,48.795,29.8,28.6,21.85,37.7,37.85,54.9,39.4,69.2,49.8,42.2,56.6,98.8,9.0
2018-02-19,62.5,9.0,36.4,16.46,111.5,39.6,216.0,96.8,19.12,34.6,35.4,413.0,52.3,13.45422,48.7,48.795,30.4,28.6,22.55,37.75,38.1,55.0,35.2,67.5,50.6,42.0,54.4,98.6,8.45
2018-02-20,63.5,9.0,35.8,16.6,111.5,39.3,218.0,96.8,19.3,34.6,35.2,414.0,52.5,13.55066,47.9,48.2,30.8,29.55,23.3,36.05,37.6,55.1,34.8,66.5,50.0,42.5,55.0,99.2,8.56
2018-02-21,64.0,9.02,37.3,16.48,116.0,39.1,218.0,96.6,19.26,34.2,34.6,417.0,52.9,13.59889,47.0,47.15,30.8,29.6,23.7,36.75,38.0,55.2,34.4,65.5,50.2,42.2,53.2,99.0,8.09
2018-02-22,64.0,9.0,36.5,16.6,113.0,39.5,206.0,96.2,19.02,34.8,34.7,421.0,53.0,13.79178,44.6,47.54,30.4,29.5,23.05,36.3,37.75,55.1,33.7,66.5,49.6,42.0,52.4,99.0,8.83
2018-02-23,64.0,9.0,35.7,16.54,113.5,39.9,212.0,96.6,19.14,34.8,34.9,417.0,52.0,13.88822,46.5,47.93,30.8,28.8,23.7,35.95,37.1,55.2,35.4,66.9,49.5,40.8,53.4,99.0,8.85
2018-02-26,64.0,9.0,36.55,16.36,113.5,39.8,216.0,96.2,18.54,34.6,34.6,424.0,51.9,13.64711,46.3,47.93,30.8,29.1,24.05,36.35,36.9,56.6,37.4,62.5,49.5,41.7,53.8,99.0,8.58
2018-02-27,64.5,9.08,36.5,16.48,113.0,39.8,216.0,96.2,18.98,34.6,34.7,423.0,52.8,13.88822,46.5,47.8,30.8,29.1,23.6,37.15,37.0,57.7,38.0,65.9,49.0,41.8,53.0,98.0,8.31
2018-02-28,64.5,9.0,36.6,17.0,116.0,39.8,216.0,93.2,18.78,34.6,34.8,425.0,52.1,13.98467,46.4,47.54,31.4,29.8,23.2,37.15,37.65,57.6,38.2,64.5,49.1,42.0,53.2,96.4,8.01
2018-03-01,64.5,9.04,35.5,16.9,116.0,39.9,216.0,92.2,18.5,34.6,34.8,421.0,51.8,13.98467,46.6,47.195,31.6,29.15,23.0,37.15,37.5,58.9,37.6,61.8,49.1,41.7,52.4,97.0,8.2
2018-03-02,64.0,9.08,35.4,16.64,116.5,39.8,216.0,93.0,18.42,34.6,34.7,413.0,51.5,13.88822,46.2,46.03,31.4,28.25,23.05,35.35,36.65,57.2,36.1,62.9,48.6,40.8,52.2,99.0,8.23
2018-03-05,63.0,9.18,34.85,16.32,120.0,39.8,210.0,94.2,17.96,35.0,34.7,418.0,53.2,13.93645,45.9,47.5,31.4,27.1,23.55,35.1,36.9,57.9,35.3,62.0,49.3,40.7,52.4,99.4,8.23
2018-03-06,63.5,9.0,35.7,16.44,120.0,40.0,216.0,96.0,17.6,35.0,34.5,415.0,52.6,13.88822,46.1,47.0,31.2,28.2,23.5,36.0,36.95,57.8,35.2,64.4,49.3,42.4,54.4,98.2,8.15
2018-03-07,63.5,8.96,33.9,16.5,119.0,40.0,216.0,96.0,17.86,35.0,34.2,420.0,52.1,13.88822,46.1,46.8,31.4,28.6,23.25,36.0,37.0,57.7,34.5,62.1,48.9,40.9,54.0,98.0,8.29
2018-03-08,63.5,9.36,32.65,16.46,120.0,40.8,216.0,96.4,18.5,35.0,34.1,422.0,52.4,13.84,46.4,46.8,31.4,28.9,23.4,36.2,37.0,58.4,33.1,64.5,49.0,41.1,54.2,99.0,8.48
2018-03-09,63.5,9.36,32.4,16.76,122.0,41.0,216.0,96.2,18.54,34.8,32.5,419.0,52.7,14.5,45.8,47.0,31.4,29.15,23.25,36.75,37.0,58.1,33.1,64.0,48.9,41.0,55.4,99.8,8.64
2018-03-12,63.5,9.28,33.55,16.88,119.5,41.2,216.0,96.2,19.1,35.0,31.5,421.0,53.7,14.7,45.2,47.4,31.6,28.2,23.45,37.0,37.0,57.4,34.9,64.2,48.9,41.5,56.4,97.2,8.5
2018-03-13,63.0,9.0,32.9,16.88,115.5,40.9,216.0,94.6,19.12,35.0,31.5,426.0,54.3,15.1,45.3,47.2,31.6,28.3,23.45,37.45,37.0,57.5,36.0,65.0,49.1,41.1,56.0,94.2,7.82
2018-03-14,63.5,9.0,32.5,16.6,114.0,41.2,216.0,94.4,17.82,35.0,32.6,428.0,54.3,15.1,44.8,46.615,31.4,28.25,23.25,36.9,37.1,57.7,36.7,67.6,48.9,41.9,56.0,94.4,8.07
2018-03-15,63.0,8.96,32.4,16.34,115.5,41.3,214.0,93.2,17.46,35.0,32.3,423.0,54.8,14.9,45.6,45.88,31.4,29.0,22.9,36.35,38.3,58.9,39.6,68.5,49.2,41.3,55.6,93.6,7.99
2018-03-16,63.0,9.1,32.15,16.22,117.5,40.7,214.0,93.0,15.76,35.0,33.1,423.0,54.5,15.0,45.3,45.305,31.4,28.8,22.55,35.7,39.0,58.7,39.0,66.0,49.2,41.0,55.4,93.6,7.69
2018-03-19,63.5,8.92,31.85,16.46,117.5,40.5,212.0,94.0,16.2,35.0,33.2,424.0,53.9,15.0,44.1,45.305,31.4,28.4,22.15,35.0,40.25,57.1,38.9,67.0,49.8,42.5,55.4,93.6,7.72
2018-03-20,63.5,8.86,33.0,16.56,114.0,40.5,210.0,94.2,16.18,35.0,33.3,424.0,53.6,14.8,43.4,45.15,31.6,27.7,22.05,34.95,41.6,57.7,38.5,67.0,50.6,42.2,55.6,92.4,7.84
2018-03-21,63.5,8.84,32.7,16.64,114.0,40.4,212.0,93.4,15.84,34.6,33.6,420.0,53.2,14.8,42.0,44.9,31.2,27.55,23.2,34.65,40.8,57.3,37.8,67.7,50.8,41.9,57.2,92.0,7.8
2018-03-22,63.0,8.56,32.5,16.52,113.0,40.6,210.0,92.6,15.74,35.0,33.6,419.0,52.9,14.8,41.5,43.83,31.4,27.15,22.05,34.35,39.3,57.7,37.2,66.9,50.6,41.8,56.8,92.2,7.78
2018-03-23,63.5,8.5,32.35,16.46,112.0,40.3,206.0,92.0,16.06,35.0,34.0,419.0,52.7,14.7,40.6,43.75,31.6,27.3,22.0,34.5,39.6,56.5,35.6,68.4,49.9,40.1,56.2,92.0,7.68
2018-03-26,63.5,8.4,32.4,16.5,111.5,40.0,210.0,92.0,16.54,34.8,34.0,428.0,53.9,14.7,41.8,43.4,31.4,27.6,22.4,34.15,40.3,55.5,34.1,64.5,49.7,42.1,56.4,94.0,7.63
2018-03-27,63.0,8.3,33.25,16.82,111.0,40.2,208.0,89.8,16.74,35.0,34.1,433.0,54.2,14.5,44.0,43.5,31.6,29.0,22.35,34.75,42.3,57.2,33.7,62.3,51.4,43.0,56.2,94.6,7.81
2018-03-28,64.0,8.4,33.3,16.78,110.5,40.3,210.0,90.2,16.66,35.0,34.0,466.0,53.7,14.7,43.8,43.2,31.4,29.0,22.4,34.0,42.35,56.2,32.5,65.2,50.4,42.1,55.6,94.8,8.75
2018-03-29,63.5,8.4,34.5,16.4,110.5,40.9,210.0,90.2,16.74,34.8,33.9,500.0,52.0,14.8,43.2,43.2,31.6,29.35,22.95,34.5,41.75,56.6,33.4,64.7,50.4,41.8,55.2,94.8,8.88
2018-04-03,64.0,8.1,33.5,16.5,112.0,39.9,212.0,92.4,16.4,34.2,33.8,494.0,50.8,14.55,44.2,43.0,31.2,29.2,22.35,33.95,41.3,57.0,33.5,64.7,50.8,42.9,55.8,95.8,9.35
2018-04-04,64.0,8.12,32.3,16.44,113.5,40.2,210.0,91.0,15.88,34.2,33.8,493.0,51.3,14.5,43.5,42.6,31.4,29.55,22.55,34.05,41.0,54.7,34.4,63.4,49.8,43.1,55.2,95.2,9.39
2018-04-05,64.0,8.06,32.75,16.48,112.5,40.4,210.0,90.0,16.0,35.0,33.8,490.0,52.1,14.5,45.0,42.95,31.6,29.75,22.5,34.0,41.0,54.6,35.3,63.4,50.0,42.6,54.0,96.0,9.56
2018-04-06,64.0,8.06,33.5,16.4,112.5,40.0,210.0,91.2,16.1,35.0,33.8,483.0,52.4,14.5,45.3,43.0,33.0,29.8,22.6,33.8,40.9,54.3,36.4,65.0,50.6,42.4,53.6,97.2,9.75
2018-04-09,63.0,8.5,33.7,16.38,113.0,39.9,210.0,92.2,16.16,35.0,33.8,500.0,52.3,14.3,45.2,43.0,33.0,30.0,23.2,34.1,40.75,55.0,36.7,65.8,50.6,42.6,53.2,99.0,10.02
2018-04-10,63.5,8.86,34.4,16.32,112.5,39.6,210.0,93.6,16.32,34.2,33.8,494.0,52.0,14.3,44.5,43.74,33.2,30.0,24.0,33.85,40.9,55.3,36.8,66.3,50.6,42.6,51.4,99.6,11.1
2018-04-11,63.5,9.0,33.8,16.4,112.0,39.6,210.0,94.8,16.62,34.2,33.9,493.0,52.0,14.3,47.8,43.955,34.4,30.35,23.75,34.1,42.4,54.8,33.7,67.8,51.4,42.9,52.8,100.5,10.9
2018-04-12,63.0,9.18,33.8,16.28,112.5,39.7,210.0,93.6,16.54,34.2,34.0,489.0,52.1,14.4,49.0,43.275,34.8,30.7,23.65,33.7,41.8,54.1,33.7,66.4,51.0,42.9,53.0,99.6,11.18
2018-04-13,64.0,9.18,33.6,16.04,112.0,39.5,208.0,93.0,16.8,34.2,34.0,481.0,52.0,14.6,48.3,43.0,35.8,31.45,23.9,33.6,41.75,53.8,34.0,65.2,50.2,43.6,53.4,96.8,11.7
2018-04-16,64.0,9.14,33.4,16.1,113.0,40.3,208.0,92.2,17.06,34.2,33.6,491.0,52.1,14.3,47.8,43.17,37.6,31.2,23.8,33.75,41.85,54.0,33.0,65.8,50.2,43.9,53.6,98.6,12.5
2018-04-17,64.0,9.0,33.4,15.98,113.0,40.2,208.0,93.0,17.1,35.0,33.6,500.0,53.3,14.3,47.8,43.17,38.0,31.3,23.85,34.0,41.3,54.0,32.5,66.4,50.2,43.7,53.2,99.2,12.66
2018-04-18,63.0,9.16,34.0,16.0,117.0,39.9,206.0,92.0,16.06,35.0,33.3,495.0,53.6,14.3,46.8,42.845,37.0,31.6,23.95,34.15,42.1,55.1,30.9,56.7,49.9,43.7,53.8,98.8,11.82
2018-04-19,63.5,9.1,34.35,16.2,122.5,39.9,208.0,91.4,16.54,34.4,33.2,493.0,54.2,14.4,46.5,42.625,37.4,32.15,23.9,34.15,40.5,55.9,32.2,53.0,50.0,43.6,52.4,99.0,11.14
2018-04-20,63.0,9.12,34.8,15.96,126.5,39.6,208.0,90.4,16.46,35.0,32.9,499.0,55.1,14.3,47.6,42.625,37.8,32.35,23.9,34.3,39.95,56.4,30.9,51.0,50.0,44.1,52.0,99.0,11.94
2018-04-23,63.5,9.0,34.45,16.06,129.0,39.6,202.0,89.8,16.56,34.8,32.9,499.0,55.1,14.3,47.2,42.4,38.4,32.15,24.25,34.2,40.0,56.0,30.2,50.2,50.0,43.5,52.0,98.8,12.12
2018-04-24,63.0,8.66,33.7,16.14,129.0,39.7,208.0,89.4,16.36,34.8,32.9,498.0,54.9,14.4,46.8,42.35,36.8,31.65,24.0,34.85,39.45,55.1,29.6,50.4,49.8,43.2,50.8,98.4,11.64
2018-04-25,63.5,8.66,32.85,16.2,126.0,39.5,208.0,89.4,16.22,34.0,32.9,497.0,55.0,14.45,46.0,42.15,38.0,31.1,23.7,34.2,38.05,53.9,27.9,52.2,49.5,43.0,51.0,99.0,12.14
2018-04-26,63.5,9.0,33.0,15.92,125.0,40.4,208.0,87.8,16.14,34.0,32.9,499.0,55.0,14.45,45.8,41.66,37.0,31.45,24.0,34.35,39.7,54.0,28.4,52.2,49.6,43.3,51.0,98.8,12.16
2018-04-27,63.5,8.58,35.75,16.1,125.5,40.2,206.0,86.0,16.12,35.0,32.9,499.0,55.4,14.45,45.3,41.6,36.8,31.2,21.55,35.5,39.5,53.3,28.9,53.1,49.6,43.1,51.8,104.0,11.96
2018-04-30,63.0,8.6,37.7,16.16,125.0,40.1,204.0,83.0,16.34,35.0,33.0,498.0,55.4,14.45,46.0,39.9,37.8,32.05,21.6,36.2,40.0,53.4,28.9,52.5,49.7,43.3,52.6,104.5,13.0
2018-05-02,63.5,8.6,37.25,16.24,125.0,40.1,208.0,83.8,16.5,35.0,33.0,496.0,55.9,14.3,46.0,39.0,37.8,32.9,22.0,36.55,40.0,54.9,28.0,54.3,48.8,42.7,53.0,105.5,12.98
2018-05-03,64.0,8.6,37.1,16.26,125.0,39.7,206.0,83.0,16.54,34.8,33.0,484.0,56.0,14.3,45.0,39.0,38.0,32.2,22.35,37.0,40.4,54.5,28.8,54.5,48.6,42.1,52.4,105.5,13.0
2018-05-04,64.0,8.46,37.3,16.1,126.0,39.5,202.0,84.4,16.42,34.0,32.9,486.0,57.5,14.3,44.6,39.4,39.0,31.6,22.5,37.05,40.45,53.8,30.2,52.6,48.8,42.7,53.2,106.0,12.94
2018-05-07,63.5,8.52,37.6,16.38,129.0,39.4,202.0,86.0,16.78,34.8,32.9,484.0,57.7,14.3,43.4,39.405,40.0,30.3,22.6,37.25,39.35,53.0,31.1,52.9,46.9,42.7,53.8,103.0,12.96
2018-05-08,64.0,8.54,37.5,16.54,127.5,39.8,202.0,84.8,16.78,34.6,32.8,483.0,58.2,14.3,42.0,39.35,41.6,29.6,22.5,37.85,39.9,52.8,30.3,52.0,45.8,42.8,53.4,103.0,13.2
2018-05-09,64.0,8.54,36.7,16.96,128.0,39.5,204.0,85.6,16.88,34.4,32.8,486.0,58.1,14.0,42.9,40.0,42.6,30.1,23.2,37.7,38.8,54.2,30.4,52.2,46.2,42.2,53.2,104.0,12.9
2018-05-10,64.0,8.54,37.4,17.04,127.0,39.3,202.0,87.2,17.02,34.6,32.8,487.0,57.5,14.0,46.2,39.75,44.0,30.3,23.2,37.9,39.45,54.3,29.6,52.6,46.4,44.1,53.4,104.5,13.06
2018-05-11,64.0,8.54,36.65,17.38,127.0,39.7,206.0,88.8,17.08,34.6,32.6,492.0,57.0,14.3,45.7,39.995,44.0,30.25,23.1,37.85,39.45,55.0,29.3,52.6,47.0,43.0,52.8,103.0,12.78
2018-05-14,64.0,8.28,35.95,17.5,127.0,39.3,202.0,89.6,17.04,34.2,32.6,493.0,57.0,14.3,46.0,40.0,44.4,30.0,23.0,37.2,39.45,53.7,29.3,54.7,46.9,43.6,52.0,103.0,12.8
2018-05-15,63.5,8.28,37.0,17.44,124.5,39.3,210.0,90.4,16.8,35.0,32.6,494.0,56.8,14.3,46.0,40.0,41.0,29.5,22.5,37.0,39.45,52.6,31.2,53.0,46.5,42.2,52.0,103.0,12.74
2018-05-16,64.0,8.56,36.8,17.5,123.5,39.3,210.0,89.6,16.8,34.6,32.6,495.0,57.0,14.6,45.8,39.5,40.4,29.8,22.5,37.2,39.75,51.9,33.0,53.7,45.5,41.1,52.0,97.2,12.92
2018-05-17,64.0,8.38,36.65,17.5,124.0,39.7,212.0,89.8,16.74,35.0,32.6,499.0,55.9,14.4,46.6,39.345,40.6,29.55,22.5,37.65,39.75,53.0,33.9,54.7,46.4,40.0,52.0,95.4,12.72
2018-05-18,64.0,8.2,36.0,17.6,124.5,39.3,212.0,91.0,16.58,34.8,32.5,526.0,56.5,14.35,48.0,39.345,41.2,29.9,22.5,37.45,39.2,52.9,32.7,55.7,46.4,40.9,52.4,96.4,11.88
2018-05-21,64.0,8.18,36.75,17.94,127.0,39.6,212.0,92.0,16.6,35.0,32.5,546.0,56.5,14.25,48.0,39.65,40.0,29.75,22.15,35.85,39.6,51.9,33.2,56.1,46.5,41.6,52.4,96.4,11.02
2018-05-22,63.5,8.14,37.35,18.04,127.0,39.5,212.0,88.6,16.32,34.8,32.5,544.0,56.9,14.1,48.0,39.65,40.0,29.3,22.55,35.25,39.05,52.6,32.5,56.1,46.0,41.6,52.8,95.6,11.12
2018-05-23,64.0,8.12,37.4,17.84,129.0,39.3,212.0,88.2,16.16,34.4,31.5,546.0,56.2,14.2,47.1,39.645,39.0,28.5,22.5,35.1,38.45,51.7,32.0,56.7,46.0,42.0,53.4,94.6,11.2
