,historical VaR,parametric VaR normal,parametric VaR student,MC VaR levy,historical ES,parametric ES normal,parametric ES student,MC ES levy
LP60038695,-0.020304267049670314,-0.015571624133444243,-0.01756419290323087,-0.03528503201391264,-0.02884480858237862,-0.017405807248107315,-0.02152836348472062,-0.14125226372617616
LP60038704,-0.011135159496119738,-0.008064854530182778,-0.009107532583053917,-0.011886832050389352,-0.03305101546175483,-0.00900868347397095,-0.01118744501287387,-0.03213492118699835
LP60038759,-0.03023235454551565,-0.019506153072648826,-0.022157111582889865,-0.04480715326306101,-0.04144173167980046,-0.02180334867543745,-0.027488361843695495,-0.1110981683067377
LP60038767,-0.027062903192964494,-0.020581875120753698,-0.023095632757585183,-0.011040166340456648,-0.05639769495337325,-0.023002164638346083,-0.02806757189693386,-37.83653548165498
LP60038781,-0.0179679058785865,-0.012011683177794441,-0.01367122162400914,-0.030108223983126674,-0.024556795999172217,-0.01342045100903334,-0.01702351289311953,-0.08423709353126706
LP60038816,-4.029481149359214e-05,-0.0002512718040661475,-0.0002833071354184353,-0.00022641828658196428,-0.00021845667365457232,-0.00028895577280137923,-0.00034649637332410043,-0.00033484669495652736
LP60038831,-0.02496493688639553,-0.017234743099385278,-0.01935998908191101,-0.03550560928313959,-0.03627553922608837,-0.019265848078015884,-0.023567002339718795,-0.10414781481458556
LP60076480,-0.022508519523149185,-0.01197745676950702,-0.014757872344301561,-0.011918131532001289,-0.03900272033640784,-0.013381288241267894,-0.021878405936248114,-17.414622688838083
LP60038866,-0.023820867079561697,-0.01410807878170263,-0.01601500360464808,-0.038831489380956076,-0.029763202867631334,-0.015762807214431337,-0.019848867622870598,-0.09587366878266085
LP60038875,-0.055564715581203586,-0.03727518500950455,-0.04257260362556571,-0.095166217925978,-0.07221983240175066,-0.04166026468786184,-0.05333734103765504,-0.2919188627316835
LP60038876,-0.03290726135436499,-0.023890921785408973,-0.027062711134269245,-0.05949275607758522,-0.043683925800520024,-0.026706000389273933,-0.03341163632877235,-0.19080448593959515
LP60038893,-0.015448514017954305,-0.01162757542006941,-0.01359114540869059,-0.4817658659541691,-0.027541495690704722,-0.013000902688205994,-0.01780384487465747,-63.521365526051135
LP60038895,-4.1979374134031175e-05,-0.00019436633434871122,-0.0002361310740591497,-0.05527950633505418,-4.842593696157484e-05,-0.00022375829214774557,-0.0003255163029167196,-17.853519245148565
LP60038901,-4.0798555730999065e-05,-0.00120087146573034,-0.0012723990234577238,-0.017279828244446425,-0.0012403180836062986,-0.001348752584969367,-0.0014438123761107246,-49.801732725642786
LP60038915,-7.828401440418744e-06,-0.001088438949248234,-0.0011544037655115363,-2.5205311390759586e-05,-0.0010521145519554818,-0.0012244055457709434,-0.0013122060365779937,-0.11854393744746311
LP60038940,-0.05292339177238788,-0.03839135759490875,-0.04341346518914808,-0.08541867522433556,-0.07339613501898212,-0.04283786328737379,-0.05347067140017713,-0.19982640914377128
LP60038946,-0.006873373919039931,-0.004689089807907965,-0.005309277336316666,-0.009456383891231653,-0.008918699480766493,-0.005251101427156503,-0.0065461880937237515,-0.025489250888973174
LP60038947,-0.012297900086740764,-0.004852926488868977,-0.005681174537490769,-0.010700265052964482,-0.013963579795241435,-0.005416684783254779,-0.007477907654163787,-0.03583241679083474
LP60038963,-5.9391239792076645e-05,-0.0010471530566282445,-0.0011173469113259914,-0.00012107827184037421,-0.0012606323095691013,-0.0011765598253504596,-0.0012754441695558315,-0.00013269931941113522
LP60038972,-2.3806973062388327e-05,-0.00021904229930982223,-0.00025013676370467424,-0.026793972575219184,-0.00013177912177743715,-0.0002510359665162954,-0.0003113217593366427,-11.120832414997729
LP60038973,-0.020932228999079327,-0.014505163603960597,-0.016418681594774318,-0.03149032642766251,-0.03614154545769842,-0.01623969081042041,-0.020234845513221085,-0.07685697321702119
LP60064382,-0.008274984086569114,-0.004721217152487733,-0.005990044557148034,-0.010746043278803581,-0.012656869086588161,-0.005284760001602347,-0.009583512527842843,-769.1986228533336
LP60039007,-0.0027372772796087235,-0.00232433863647688,-0.002721466745254919,-0.0706622844006695,-0.004721611573701907,-0.002604769212546496,-0.0035702805146681934,-115.18009390456122
LP60039997,-0.051472363661751584,-0.037853296624258626,-0.04261980514931293,-0.08821022865848784,-0.06317062284952024,-0.04229128319930385,-0.052086923971678765,-0.2801392152149647
LP60040023,-0.025270758122743785,-0.017659067281628905,-0.020062519787037426,-0.05012708376405214,-0.0354745939374674,-0.01973846816987651,-0.024897614752691494,-0.13054750927772324
LP68459478,-0.06148758477663808,-0.03530669873580833,-0.04304447319523076,-0.007220325186699994,-0.0922298551422907,-0.039456914115918534,-0.062073019302255124,-15.332845080393946
LP68459345,-0.05491946438967597,-0.02960273342106223,-0.036200301890705285,-0.014031406174621895,-0.08384319550324178,-0.0330959287546304,-0.052560903655573206,-74.9359227302334
LP60040103,-5.105024272054753e-05,-0.0009935919913929957,-0.0010645563993138154,-198.46822571099236,-0.0012155087547006933,-0.0011161566929846218,-0.0012195731216875997,-20999.082917986714
LP60040108,-0.05473999928374462,-0.03859002010958304,-0.04381640067804311,-0.09610148364496046,-0.06765965084443605,-0.04312370769169437,-0.054324723879788296,-0.5470455001240115
LP60040112,-0.05473900049773764,-0.03760665805442394,-0.042262240419981396,-0.07558249151939117,-0.07556090079031505,-0.0420194729872733,-0.05148727037687617,-0.1650914287150221
LP60040126,-0.007390764500679951,-0.005375710985854576,-0.006030174515121516,-0.010744215446597092,-0.010134150518835277,-0.00601979458563896,-0.0073218361245863854,-0.027114083392193455
LP60040135,-0.05617837568510221,-0.03753944259559578,-0.04261627626969147,-0.07431016125806576,-0.07997572595476934,-0.041939565893032466,-0.05282574691116533,-0.20568183826113765
LP60040183,-3.686804161330828e-05,-0.00016757164505621784,-0.00019505667083707413,-0.006957825672246761,-0.00013719111297459595,-0.00019245070342799696,-0.00024988333759442757,-0.8563161051314475
LP60040194,-0.07012856257744739,-0.05277122087156188,-0.05871541898467584,-0.09955198863245633,-0.08998463392541425,-0.058944309847753076,-0.0704073645204498,-0.22839063582237085
LP60040105,-0.05536635204826309,-0.03488778691953868,-0.04002803193183085,-0.0993471541307399,-0.07381959978784433,-0.03898160747256347,-0.050580743112597436,-0.2914395403380039
LP60040229,-0.04595818479622324,-0.03326843785961151,-0.037929710107963956,-0.08836982807139311,-0.06469871164039594,-0.037166005458697145,-0.04737858029143728,-0.2360171981829797
LP60040239,-0.027027027027027035,-0.018431790012171496,-0.02085978639042909,-0.050371590636113385,-0.03260208980108798,-0.02059215935415613,-0.025717628693425955,-0.13521753304816214
LP60040243,-0.009467346844983696,-0.00677383611665754,-0.007565564413712852,-0.01392691518988314,-0.011785552076507642,-0.007585828132432988,-0.009123699594369606,-0.031906417944225864
LP60040353,-0.05837569596123384,-0.03712004169497527,-0.04428144252128221,-0.15948807557702266,-0.08674895368352831,-0.04146091048503368,-0.06068777240913813,-0.671306537068008
LP60040404,-0.08746870858489174,-0.04107312381853791,-0.05053329558567877,-0.0028701795864948935,-0.12775356946130648,-0.04587955406475092,-0.07465441186335145,-0.5784840983454789
LP60040406,-0.05183957573748753,-0.03717961837728116,-0.0425892367580936,-0.10513383468515161,-0.06599709957356843,-0.041542473128125715,-0.053656434079067,-0.2764135123693472
LP60040425,-0.04456650212055916,-0.03262730843165819,-0.036770072546759014,-0.07591521996550261,-0.056423492527366524,-0.03645538915612714,-0.045007308087501544,-0.20255149770837907
LP60076456,-0.0514145349822125,-0.029924844519755984,-0.0378481173961957,-0.03628876813675602,-0.07836989674344394,-0.0334390119482788,-0.060315253610812906,-3.545165879619318
LP60040479,-0.061677899140134836,-0.03457899620516362,-0.04108783299752426,-0.13157665843728716,-0.08374747799178822,-0.03861614653791215,-0.05582464909371207,-0.44514365969110864
LP60040508,-0.05296745373324825,-0.893885454204896,-1.0456243804520682,-0.08721392717758887,-0.8094373187163222,-1.0001659842535118,-1.3709831080769648,-0.2864529491135957
LP60040509,-0.025423728813559282,-0.016980941908904274,-0.019540436986540923,-0.05446254959146832,-0.032674389045162906,-0.018973678057202088,-0.02482989721543144,-0.19759507137024
LP60040510,-0.01992800981318747,-0.20107237360280306,-0.21081435485537278,-0.03661916209622113,-0.06750616985674904,-0.22462077714365045,-0.23661329044429452,-0.12908275918316273
LP60040616,-2.824699959521715e-05,-0.004399681499494249,-0.004846083847419063,-0.0003799234109371629,-0.007510284240504499,-0.004919715540773624,-0.005725938240483418,-0.05013190985213757
LP60054911,-0.003366247755834957,-0.002523722623445486,-0.0028428392745314473,-0.005781190348928989,-0.004486124876266374,-0.002824730828808776,-0.0034755559917954686,-0.014074436011917976
LP60040626,-0.027315914489311213,-0.01904098612337569,-0.02164445320470602,-0.049458976232669906,-0.034745598390008764,-0.021276268338000434,-0.026890392501506898,-0.11513801476594794
LP60040627,-0.012015104703055196,-0.009017547638829582,-0.01010100812898237,-0.02279629240108058,-0.01568183034475929,-0.010084158669172793,-0.012239287072689013,-0.059282080055992524
LP60040640,-0.022387315516553694,-0.011810405788285414,-0.014678605073845694,-0.010103161197066867,-0.03057494097394414,-0.013189983136276907,-0.02228973631024169,-8.520234516886902
LP60040662,-0.06278217114385166,-0.04706822135521725,-0.05373208542211096,-0.14144969061941362,-0.08221251802850447,-0.052593660051693594,-0.06726794077738357,-0.3899122952034519
LP60040876,-0.03321516451866048,-0.028826687451610593,-0.03208301674674497,-0.08344059912859447,-0.052551869516625986,-0.03220858680210949,-0.038488043703173366,-0.5551610546691448
LP60040908,-0.05653159958692916,-0.03988416298666659,-0.04546394972159724,-1.179222358017018,-0.07576629535086016,-0.0445540256472527,-0.056772277603814356,-39.83263517032378
LP60040909,-0.05371376718190911,-0.03933689624215974,-0.045280000604934666,-0.14775249918577127,-0.07452670462409236,-0.0439522925020865,-0.057571473111995446,-0.5669031701834519
LP60040910,-0.05629362599661023,-0.034760678322674106,-0.040324438596223686,-0.11477158056025981,-0.07050834843238582,-0.038831161812600025,-0.052060600771385634,-0.34219622119379367
LP60040911,-0.04920569698832931,-0.03476213899646913,-0.03998869910541642,-0.10887312071375732,-0.0704736792755058,-0.03884779923239455,-0.05077685469621648,-0.4151073868070813
LP60040912,-0.054673674389709444,-0.03832641345037051,-0.044173719424689485,-0.13376526967186467,-0.07204301896802326,-0.04281984988216687,-0.056306470249068784,-0.3650238341211657
LP60040932,-0.043340127083083504,-0.026128345479140645,-0.03134125151658498,-0.010040519875927082,-0.06589592958143055,-0.029202653327943636,-0.04346007741088857,-5.942911021277345
LP60040934,-0.048223947306516156,-0.027488379565093736,-0.03280720189882438,-0.10417636570121325,-0.07176973080287452,-0.03071440424704886,-0.044988293904183164,-85.52377218052443
LP60040937,-0.009486962052151899,-0.004920417989303053,-0.0060983089008427565,-0.011399269457312159,-0.015579660885942172,-0.005496494260364717,-0.00918506642672227,-11975.408076572194
LP60040988,-0.05536501714845659,-0.040361740543711735,-0.046444836849736174,-0.12946269686695444,-0.06965578747977119,-0.04507367872416851,-0.05903576101664242,-0.8683594899392668
LP60041009,-0.044673749961725705,-0.035423239868032454,-0.039815610742974336,-0.0767830081810592,-0.06955386961720005,-0.03958879241787618,-0.048518513933646035,-0.20768478211431746
LP60041011,-0.018369967520205577,-0.022349320992324083,-0.025964202467623935,-0.002734938117730725,-0.06887506100498302,-0.02496926474544324,-0.0336152969541029,-0.023802108061793732
LP60041067,-0.05063291139240507,-0.03661870748161571,-0.04152635912678836,-0.0926838014124824,-0.06238958921900701,-0.040914419528834886,-0.05137597112527624,-0.24892305041610616
LP60041070,-0.048275862068965524,-0.03370503295085459,-0.038501661136524326,-0.0889907735093224,-0.06391649196483562,-0.03764476154984348,-0.04826783927558665,-0.2264570505055413
LP60041106,-0.03816719945752201,-0.020016176598370992,-0.024740185697274306,-0.013139496450575917,-0.0624090492481409,-0.022391550523815144,-0.03687334524295596,-134.88998284980514
LP60041107,-0.04548959136468773,-0.03149236594820823,-0.03593166645781867,-0.07706130975155066,-0.061081955027430475,-0.03518899483172487,-0.044939538365711504,-0.20732937898926887
LP60041108,-0.03724899897662127,-0.023498076484067938,-0.027099391688585123,-0.06686099325928782,-0.050541884551453226,-0.02627577171626216,-0.03456328114500109,-0.22176907808799196
LP60041120,-0.056024646280237296,-0.03330340933410358,-0.03834547234391498,-0.09534698545048505,-0.0799658749416418,-0.03722717835358441,-0.04876686809718736,-0.3913382450357132
LP60041123,-0.05045849303769834,-0.03581576147287556,-0.040950037616813616,-0.11490940304819064,-0.07609218496712089,-0.040023735841399705,-0.05140944550294863,-0.3090383235463614
LP60041128,-0.046814930809089515,-0.036224144350571925,-0.03986318006707867,-0.06336930969075691,-0.05894486531662704,-0.040462087814420455,-0.047035516731956474,-0.1376479245429754
LP60041134,-0.007677852348993325,-0.00536271499184639,-0.006008390402055161,-7.917986539538447,-0.00891289855831852,-0.0059969540339967885,-0.0072829219786817835,-1736.0014753683588
LP60041135,-0.01752718825889554,-0.012107184907343378,-0.013655064022078226,-0.03248345042726156,-0.023243016340778456,-0.01353415258665505,-0.016733844879833374,-0.1231053379491477
LP60040145,-0.008355555555555534,-0.005859874780591939,-0.006697510652887109,-0.015888584159963217,-0.01178386958681187,-0.006553588866281035,-0.008399441684454095,-0.044961825786405375
LP60040149,-0.020410161029807722,-0.013877878527335186,-0.01580806190052968,-0.03691671349069165,-0.030521754464596866,-0.015512128235692245,-0.019709358974062993,-0.16443066212116192
LP60040147,-0.03131102282674552,-0.020720901277114293,-0.02358509692088013,-0.05487926404552162,-0.0438632146377188,-0.023153201125220197,-0.02937032681682023,-0.13650997254845237
LP60056285,-0.03851890121459056,-0.022280576097497055,-0.027653140731278534,-0.008150878459574904,-0.05972266649542742,-0.024911382961571686,-0.04171959552181406,-6.040207653711965
LP60042931,-0.04571383262143146,-0.029229137420430703,-0.03432074780059123,-0.006510229765967892,-0.0703556529366388,-0.03267335140462558,-0.045395075414999486,-7.861092697166366
LP60055600,-0.019207683073229308,-0.01263058671827539,-0.014668988009627537,-0.05051854092100889,-0.027247698628756117,-0.014114237398903781,-0.0189767308681204,-0.21836621017651967
LP60055734,-0.04222451081359424,-0.029498572434246036,-0.033647752265049916,-0.09352704625665346,-0.05938282484140002,-0.032950713917840914,-0.042068651675837315,-0.3508520144416062
LP60055994,-0.019338281431066764,-0.011357373924340993,-0.013630619072106609,-0.008265867062125596,-0.026759522115975785,-0.012695545298166428,-0.018920749767669044,-1678.803712610996
LP60040821,-0.04194802537343968,-0.02699124308737392,-0.030778584310608797,-0.07549395803731664,-0.053461649616796,-0.030186394669042882,-0.03843988736214354,-0.19781441646091347
LP60056674,-0.042487579235908804,-0.0278598113241243,-0.03216552814322232,-0.09081216313765715,-0.05504701441998033,-0.031125742257255812,-0.041136857333264866,-0.25729229879990095
LP60039393,-0.010032920520457836,-0.00617579360411595,-0.007126117038655562,-0.016601015936062943,-0.014209716279699924,-0.006907807014854494,-0.009096517802833892,-0.04098704926026868
