,KS p-value normal,KS p-value student,KS p-value stable,t-Student nu,levy alpha,levy beta,levy mu,levy sigma,levy neglog
LP60058182,3.68447986261726e-12,2.7168472945380523e-11,1.5145540543431247e-08,9.38085937500002,1.610975882021092,-0.15293098362909618,0.048638740796004436,0.5311884983895743,5928.293817193382
LP60041820,5.193495207131955e-16,1.503273271224488e-17,2.2175012570469754e-05,8.905566406250015,1.5589617350484606,-0.0926586392485861,0.028357822520827032,0.5080100971495589,6379.092345987363
LP60061881,0.0,0.0,0.0,4.302343750000007,0.5,-0.25862248399334237,-0.028975368488735175,1e-06,-47965.73493449501
LP60065533,1.240564608610202e-16,5.859363400958007e-17,2.606294204804213e-08,8.333398437500016,1.4907480660720542,-0.12537649828092604,0.045033809119842054,0.4735979297977775,5581.81665287439
LP60038525,5.013393277274104e-17,3.821475890271192e-22,6.189962038423968e-08,8.552050781250017,1.512085634205487,-0.09850574325265843,0.031529328303045785,0.48517748364243085,7008.17800331826
LP60063329,3.230761145571112e-14,1.961379537844498e-17,4.219502997144139e-06,8.658789062500016,1.5220839727955244,-0.09402628971566142,0.02946399720176448,0.4910888765211968,5712.2470694509675
LP60037824,7.440725518549858e-71,2.4763845652250585e-82,0.0,7.230371093750014,1.0260032679109157,0.9190146795400553,-0.5075254316511221,0.261645932336868,5251.6473746871725
LP60037841,0.0,0.0,0.0,16.428808593750034,0.97323907114378,0.9138202323714434,-0.05844348629399415,0.024333023611225378,-7510.626276870791
LP60037857,1.8557128620800565e-200,3.822337015095721e-225,0.0,10.195312500000021,0.9454610893890967,0.991688287956754,-0.3013342181911381,0.14441550613394336,2133.031459513898
LP60037690,2.5959192591284656e-21,8.939852225295168e-30,1.6693155532244643e-05,8.713574218750017,1.4879805820085168,-0.003855415916712785,0.01651865953040646,0.45432263398985623,6741.490004394569
LP60037754,8.048716886498011e-21,3.650123071193563e-23,3.2048958714269184e-09,7.933203125000015,1.5095199437929998,-0.11771488819745687,0.04309999547320112,0.46947722855174,6869.146132302388
LP60066675,4.5219527360864076e-37,2.4242395258857447e-36,1.3692951074555185e-76,7.529492187500014,0.5,0.10742119461041412,-0.02072179920960617,0.08218647696140939,4712.056165588849
LP60037669,1.7864917599112002e-53,1.3497330219595618e-55,1.0855981610418861e-14,9.29501953125002,1.673362524223022,-0.17556208927567202,0.06890978019710207,0.3991632896059788,5520.942647001782
LP60037656,1.507173490277601e-26,1.3503072078429376e-23,1.62307037165726e-16,7.831640625000015,1.4649792129177408,-0.08441134156351777,0.03821777174831183,0.443609510555697,6720.573582186284
LP60038432,2.67860513877792e-18,3.79099359806072e-21,4.392846068588635e-08,8.337304687500016,1.495330778351111,-0.05541508383484407,0.019501645964863284,0.4775118210421427,6983.873371265865
LP60037720,5.112764144707714e-43,5.112764144708077e-43,1.0855981610419324e-14,8.77001953125002,1.6135525004940847,-0.14552325702771068,0.06355356279671721,0.3812300306403239,5457.180880991488
LP60037898,9.258849935756576e-28,1.4457956236853933e-22,3.802066221053598e-18,12.468261718750025,1.6298247623351385,-0.1676649214655117,0.04684158483549811,0.4677571855357456,6447.442297268707
LP60037819,0.0,0.0,0.0,18.260839843750034,1.2778034413520933,0.9155545545255688,-0.0886010600011886,0.0803525369045353,-2077.1983041267295
LP60038418,1.2844574768372725e-19,6.41161309759584e-18,3.269331085361244e-07,8.654199218750016,1.4961300718012809,-0.07017220690297783,0.021419420082236757,0.4882344556448237,7083.372198715144
LP60038419,5.346910815640588e-26,3.1469682768035665e-37,0.00015397557529034486,8.310839843750014,1.3348174746120514,0.03310518646877331,-0.0037893591487622815,0.42608209126434116,6920.640211889985
LP60038456,5.7113292423669385e-126,1.0787310299370746e-136,0.0,8.497167968750016,0.7087737282423848,0.9325989358696506,-0.48993683473865096,0.13571140196440618,3537.7564877830696
LP60038650,6.076853026043007e-16,6.187238178612598e-20,4.1753431888447326e-05,8.929687500000016,1.5539579519450086,-0.08182423625747459,0.02385667245781582,0.509018536259691,7129.158110301358
LP60074040,1.2064678076865294e-301,1.4896208121177558e-305,0.0,4.638867187500007,0.5181089425886194,0.9774146146428909,-0.03156277466052637,1e-06,-35908.35983506029
LP60044909,4.4189249343802e-20,3.223150428259418e-31,1.7701848269957406e-16,7.630468750000014,1.3963792964414183,-0.1338924403811533,0.05587669009464238,0.42985162172841085,5853.939339478373
LP60037570,1.8368609550867362e-55,2.41673615446484e-53,5.1497344051456537e-20,8.721679687500018,1.6068013972484962,-0.1396917136910172,0.06946225773926538,0.3934469576206677,5656.160501093209
LP60037673,5.93616303656257e-17,8.074920401459591e-14,1.3133184050709873e-10,10.307421875000022,1.6685429238597822,-0.131477111217536,0.04005697388184293,0.5386867456040886,7093.295850034581
LP60037573,5.936163036562485e-17,6.67155420409436e-21,4.926696740937617e-08,8.623242187500015,1.5209731969850975,-0.1146608669781559,0.03676321250465104,0.48785089566331064,7011.6655379773
LP60037603,2.202011016971742e-24,2.199298431678042e-27,2.2738342767143582e-11,8.778515625000017,1.530466717886215,-0.11480339232889114,0.03679302301793503,0.49406085812179285,7042.386165311146
BEL.BR,1.0889549964113762e-14,5.320375608131471e-11,0.016800551247364022,9.45742187500002,1.6003252923557818,-0.1384849845272267,0.036841892049826,0.5245266378584601,5480.957337303062
LP60086012,2.6136760012769736e-14,2.0585934283844865e-19,2.778939273565699e-07,8.638574218750017,1.540792562726672,-0.14237205682601228,0.058714926883443236,0.4990286606034572,5370.411121207177
LP60080170,2.087202314217804e-76,7.172859990830149e-81,0.0,6.01396484375001,1.0428878790880705,0.09311985372174604,-0.003924066044563035,0.23457198803076196,5148.608257579711
LP60037802,0.0,0.0,0.0,21.649218750000042,0.7193925259254155,0.9285742322164413,-0.03188197383424927,0.0043257318311328615,-14931.982023441142
LP60037606,1.4101018372639122e-20,1.0006738455347739e-21,1.0773378748795096e-08,8.087988281250016,1.4827561725236122,-0.07640514562039374,0.029336151839794614,0.4641833323682256,6882.961361429753
LP60038436,8.130477974816578e-26,9.852578905695127e-27,7.489002833757699e-12,8.133789062500018,1.4515755106255726,-0.060052688729352134,0.0258191414745418,0.45348920098830964,6851.509832840151
LP60038137,8.130477974816578e-26,2.3021124036989844e-26,2.962604992393038e-20,8.568652343750017,1.491836916577658,-0.09377982234967958,0.04151649240849128,0.4753913277353698,6958.232862764122
LP60037568,1.8966279053065114e-39,7.327600675879532e-50,4.545724367232552e-19,8.972656250000018,1.6680231231703948,-0.1550007845450491,0.07055186730664323,0.42127904973059827,5830.871597974758
LP60037581,1.1624569731863442e-16,4.545724367232552e-19,5.652169459819398e-12,8.788281250000015,1.541489405947506,-0.11498156530243274,0.038589049193582456,0.4943450886320502,7008.881936512487
LP60037593,1.927463087598204e-38,4.146950356998836e-38,5.652169459819879e-12,6.915820312500013,1.349239057457032,-0.059407578555085466,0.044201542705599395,0.39520366375780563,6532.512091147731
LP60037619,5.93616303656257e-17,6.076853026043007e-16,7.084436675574903e-06,9.155761718750018,1.5695052770892512,-0.11001254830786336,0.032110980239404834,0.5137485208329594,7126.203220779296
LP60037635,9.182206236974269e-122,6.075610571310383e-144,2.1913333311414898e-29,7.825195312500015,1.2617819084114967,0.09253271260690327,0.03742318459925879,0.19699244383282194,3178.1748939671597
LP60037636,1.927463087598204e-38,2.6742659292085075e-52,8.692953977688914e-08,9.127246093750019,1.6685614487739955,-0.07929405722442256,0.05477738061519621,0.4198739810801195,5803.100485884219
LP60037667,8.315727503085477e-29,4.654724206339933e-31,2.96260499239268e-20,7.843554687500016,1.3737569932416065,-0.07033335979167865,0.03825391978513093,0.41665961416378483,6681.542381749341
LP60037695,3.1134481118815764e-28,2.994039646480919e-23,6.187238178612598e-20,8.073046875000015,1.3878132480383698,-0.06468360073041303,0.03661080347711987,0.43771703913182974,6876.392355864269
LP60037718,1.53348262474399e-100,1.3727699224800003e-119,5.023684648432712e-07,7.377441406250014,1.3686867237993028,0.004524233052008777,0.04181606972156107,0.24086346526424238,3887.830748420982
LP60037719,2.857419448339994e-67,7.96088520316924e-60,1.1624569731863442e-16,8.605957031250016,1.5864243477501938,-0.11680726041118816,0.06860910368660533,0.35203700196503573,5112.4082582460815
LP60037721,8.219279453979256e-41,9.61956889432546e-47,3.695584227850609e-12,7.560839843750015,1.4581145907769517,-0.10324041657518841,0.05550838976327401,0.39253543124462187,6121.3558858216675
LP60037722,2.247032948307107e-18,1.5071734902776865e-26,1.138986005832721e-11,8.321777343750016,1.5114039300805342,-0.10795747791901246,0.044425981479968256,0.47371695225450766,6898.817236593325
LP60037725,9.706524880976181e-21,3.7990824942893694e-19,5.954615203192812e-14,8.806738281250015,1.5231018175218982,-0.1243606023971179,0.04526471682309796,0.4953540549744157,7072.753319286569
LP60037728,7.896544921251767e-67,1.053980191153002e-70,1.4947864928132641e-251,8.257226562500016,1.0947237007747823,0.16131543881270552,-0.049332791975090176,0.2598902678861712,5408.344560893239
LP60037729,5.148543978287271e-11,6.41161309759584e-18,5.228525930533657e-09,8.99033203125002,1.5936655384412375,0.105498062252497,-0.01801468504201261,0.5194571399674877,7120.521265490001
LP60037747,1.5639798373670484e-12,7.155090030535625e-16,1.1501636087501268e-10,9.389648437500021,1.5932403078168815,-0.1341926938669083,0.041771350250133746,0.5256375731907873,7174.95976778261
LP60037772,1.700493812053089e-82,5.786662584512075e-85,0.0,8.246191406250018,1.0265595809139834,0.9229869743278601,-0.4970814614668019,0.2873113983534211,5432.86738663443
LP60037784,2.593396807575311e-22,7.402143360212205e-24,2.833128733305008e-09,8.285839843750015,1.4311387066743397,0.01320800681179103,0.00037943453966676456,0.4571191070965286,6956.638177583318
LP60037845,1.4655705365501578e-24,1.1235107162659273e-32,1.5202567687655336e-25,8.110644531250015,1.4225649868135266,-0.05720668136880089,0.02660710815109463,0.4372710466761084,6758.891828938382
LP60038312,6.664607252505177e-29,1.7989412288310532e-32,2.317474950902039e-13,7.6545898437500135,1.4403322976482835,-0.10734162812623403,0.0485129091539513,0.43898665007735094,6743.969283262157
LP60000534,1.8049897997911912e-17,8.260480062515015e-22,4.847702588270904e-10,8.732128906250017,1.5521916763837889,-0.12679881829669537,0.04021506876995274,0.4991447814114265,7032.5006359746
LP60038319,5.936163036562485e-17,1.774921961301583e-21,2.8331287333049175e-09,8.768164062500016,1.5448423041471486,-0.12186493937203241,0.04124570736482359,0.4996946732639816,7062.089236573069
LP60038356,3.965116666982659e-18,9.395194193977005e-21,3.9881347051901975e-07,8.651855468750016,1.5339877604756635,-0.11603340056978155,0.03425927170950064,0.49343523024280733,6448.10905109565
LP60038318,1.410101837263762e-20,8.130477974816578e-26,3.2051428603578763e-12,8.839941406250018,1.4996086681700163,-0.10821100512500882,0.038385712507862685,0.46566217863314247,6826.7161139729105
LP60038328,1.2344660998610339e-25,4.362621810604047e-33,3.7990824942896126e-19,8.436718750000018,1.4805442292968616,-0.2022997577333344,0.0807998845111493,0.4510941179116004,6738.144617962675
LP60038329,8.07492040145919e-14,3.760174863562007e-14,3.488500260150116e-08,8.985937500000018,1.5652014951883124,-0.11635424848202885,0.035506804726336307,0.5096429907263416,7098.245061245349
LP60038320,1.0706752772275357e-19,1.0775869728667334e-17,2.8881499225923437e-10,8.801464843750015,1.5361857803773333,-0.16258804139504116,0.05702410925181633,0.49657567528423696,7048.822837524833
LP60038243,1.2330477048118263e-19,1.5453559967002145e-20,8.128609351629701e-18,8.980078125000016,1.534224972070616,-0.22803251090593216,0.07538606225220414,0.48014585176513686,6535.060378181664
LP60038805,3.4038388282468814e-81,1.5059639628810542e-104,1.8999925696396433e-108,7.791210937500015,1.204474697091588,0.17321644655510687,-0.028667785883593578,0.22926378635553613,4237.797501081552
LP60038152,1.6986349829177885e-20,6.671554204094597e-21,5.954615203192812e-14,8.440429687500018,1.4614205618120502,-0.04304523919852112,0.020394473268538868,0.4667245941533906,6958.778903154653
LP60038331,3.155720222797457e-48,3.155720222797457e-48,2.5959192591283734e-21,8.929785156250016,1.626929657810656,-0.10091265387646599,0.05745523593036415,0.4080213346137716,5770.1273629166735
LP68156877,2.1239402703938363e-292,1.1092838437004381e-305,0.0,4.565917968750007,0.5438123408851235,0.9716266002557368,-0.05103754720968128,1.1874162378686556e-06,-33748.52969551421
LP60086648,9.0730817069113e-21,1.9288348336852614e-21,1.99630171243243e-11,8.058007812500016,1.4846521824714682,-0.2307049275316831,0.09179649845674899,0.4625991153381866,4998.441641243547
LP60087467,1.2531711486869608e-11,3.209052881275879e-19,2.8099106901512892e-12,8.121972656250017,1.4752451478821889,-0.13647938647555766,0.053371019716611304,0.46528849358382574,4984.029865492808
LP60087472,3.7331802452605785e-25,1.7141296684945648e-23,8.082136373147127e-21,11.622656250000023,1.7117251780808314,-0.0940549220936519,0.023247557684561194,0.5876020186084346,5339.357071480847
LP60086596,3.266232819235191e-24,1.7948368533601695e-25,2.586997143574417e-07,7.142578125000012,1.2891046112406481,-0.015338363789468049,0.02005106060374942,0.3798960917883262,4702.260597909779
LP60088256,2.659845403647825e-21,2.7398366658854953e-23,0.00040007587407497804,7.362792968750014,1.3734284161452988,-0.0410134788641534,0.0284124883052046,0.4085442586751877,4754.248197255813
LP60087466,1.2560687557949639e-20,1.5646540065286626e-20,6.7709011431423756e-15,7.895410156250016,1.462654492731199,-0.1118251182213611,0.04605239140417721,0.4511423937817869,4906.042855603779
LP60037871,0.0,0.0,0.0,4.666406250000008,0.5,-0.21586594755139676,-0.016611586334896525,1e-06,-48245.17285788726
LP60037924,3.288447246090878e-98,7.497034268190208e-95,0.0,8.242187500000016,1.0264055321852363,0.9180814093148735,-0.5006603787236535,0.2789354578293655,5398.307747674791
LP60037925,1.5521485885081953e-66,2.343492336122208e-81,8.08820246234609e-10,8.300390625000015,1.5529705519118722,-0.05352734951866532,0.05776275925781038,0.3271080460061723,4838.8776720706155
LP60037926,0.0,0.0,6.5073001695148806e-12,24.881250000000044,1.6291187591176162,-0.1383726898264775,-0.011730986261333369,0.01270085017587779,-12865.000624656112
LP60037980,2.142021710796156e-17,6.816407004882005e-22,3.6240904385838973e-09,9.002636718750018,1.5484750825911737,-0.12859631892015716,0.04498645811684078,0.5077509637991048,7125.912011417991
LP60038002,1.6101238277647906e-15,1.6101238277647677e-15,1.5386659770816295e-08,9.800292968750018,1.5784868396487983,-0.12647378742102575,0.03950043829348428,0.5108054099822735,7061.992811940837
LP60038016,5.1105502195296475e-14,3.013245841980249e-17,8.692953977688636e-08,9.079199218750018,1.5608148103650445,-0.097510126460882,0.0338186394237121,0.5118915358031555,7133.470038779205
LP60038048,4.209101505057283e-15,6.462953938141135e-25,1.3133184050710946e-10,8.346484375000015,1.4852980079805926,-0.08722909294314467,0.03504737102596363,0.4752593426056667,6987.6948302272085
LP60038061,1.5988057378603987e-90,3.924554654649677e-87,3.288447246090597e-98,8.266503906250017,0.5,0.10600106444700857,-0.057262807969358724,0.027943647305556346,3792.4994045940684
LP60038066,7.497034268189782e-95,3.343406504895023e-95,3.417506345328603e-237,6.132421875000011,0.5,0.06325853165765215,-0.027676856865781904,1e-06,-3792.2953227816106
LP60038068,0.0,0.0,0.0,11.780761718750025,0.5706741571872909,0.9368379593725766,-0.03387574274497899,0.012377901110619404,-8588.863852180335
LP60038098,4.595983949821214e-13,4.395346916591106e-17,1.3836698150714512e-05,8.986621093750019,1.5637102404288001,-0.10230811791716367,0.030134068455321676,0.5070207486674652,6742.433984147028
LP60038101,6.019956491869109e-11,2.959515369027888e-10,2.4757520092579257e-06,10.02500000000002,1.6645877652492291,-0.11371179649977298,0.03230820277205389,0.5524380428662926,7200.465071147606
LP60038147,1.1623605632905146e-207,6.2441164084571e-199,0.0,5.198925781250008,0.5074106048570327,-0.0717619526067652,-0.025371404281652382,1.1338670216573936e-05,-19443.95127397694
LP60038160,5.810847536040376e-22,1.943039863429537e-19,4.5401006198456075e-09,10.55546875000002,1.584799909449201,-0.05897035247191545,0.01771514943429285,0.4802350876967729,6671.8309575505245
LP60038166,3.303560027370769e-24,8.873880449544952e-33,2.142021710796156e-17,8.128027343750015,1.4403692547710216,-0.09133856318094113,0.038838794538381044,0.45118837329088557,6860.340595123266
LP60038177,1.2742146897920744e-18,1.2093186966012083e-19,1.5731172071530413e-08,8.714648437500017,1.4990918421940678,-0.07664170353088284,0.024224660683787355,0.48938746043745296,6960.751151391233
LP60038192,4.5279717496244505e-20,9.458591531746855e-28,1.095010647414549e-05,8.165234375000017,1.4770994147224923,-0.06361282348191154,0.029337022752361747,0.4553524127939025,6615.3725049102395
LP60038208,5.999949050229079e-200,4.164885347036365e-206,0.0,8.652636718750017,0.5,0.6863093323195829,-0.000135782159175631,1e-06,-16216.71058185358
LP60038211,2.4621340824302087e-20,2.212740731844313e-19,1.3133184050709873e-10,8.736523437500018,1.5166922173370783,-0.08516146250646618,0.027750958353823085,0.49372943187150137,7080.428707604217
LP60038212,4.378430469407332e-16,1.3235385605673188e-18,2.833128733305008e-09,8.468457031250018,1.4767587011663832,-0.07557381531537817,0.02540187398676951,0.47651036407073344,7023.613518407489
LP60038214,4.4483090951440424e-23,1.8715102569154424e-25,3.7601748635621134e-14,8.470605468750017,1.4619489181256116,-0.08392212434543998,0.034465533228695805,0.4631325728905114,6922.361875883513
LP60038215,1.5071734902776544e-26,1.4687624026637197e-31,2.2114826859946596e-09,10.21103515625002,1.510277568683526,-0.04623319681800909,0.019996169697171315,0.43156486374088093,6395.223239918474
LP60038219,3.5115554021149824e-33,1.298772587506819e-30,1.382206117113092e-16,7.688769531250015,1.3321171423091147,-0.016591477158438887,0.019579041500626008,0.4116086189502855,6558.1695040563745
LP60038234,0.0,0.0,0.0,21.38974609375005,0.7106578889171384,0.9465682594913699,-0.16019870596367583,0.044852279097181876,-2626.9241064547527
LP60038251,1.1500920268769192e-27,8.260480062515015e-22,4.198398667755814e-13,8.175195312500016,1.4432295615962791,-0.059714035264907456,0.02826789368983159,0.45843628011401066,6939.197424890596
LP60038252,9.852578905694567e-27,5.346910815640702e-26,6.906191169216168e-07,9.78603515625002,1.5362281180348059,-0.0076068845945459216,0.009408136180953396,0.4619418941828709,6672.408137450044
LP60038257,2.5959192591283734e-21,4.448309095143884e-23,2.608070686512538e-11,9.273046875000018,1.5209561113266685,-0.0955232436766577,0.03848914018882798,0.5060694767883658,7172.746873366763
LP60038259,7.402143360212205e-24,2.6505892971131927e-19,3.7445779359332283e-10,9.10410156250002,1.4498075482832178,-0.060934256363827544,0.026668254383980086,0.47427302850859115,7070.670046635407
LP60038261,1.10552881402329e-23,1.2802329010497973e-17,4.866251526380322e-13,8.920312500000017,1.4977189017171169,-0.1191738925279851,0.04546810345408529,0.493287157212305,7127.509962333972
LP60038262,3.0132458419803776e-17,6.816407004882005e-22,4.933732834985178e-15,9.054980468750017,1.5479380650658003,-0.0714877424068153,0.02505470066737202,0.509750871306483,7144.065542943121
LP60038264,8.313164553055845e-17,4.5272179065694234e-18,8.074920401459591e-14,9.64814453125002,1.5835759189867158,-0.08165470576697043,0.03141980540443598,0.5287276627150412,7218.6552177920785
LP60038266,5.652169459819618e-12,1.3668139048654525e-08,2.916814132173339e-06,11.425195312500023,1.6901584299544459,-0.09798768385273013,0.025873659680982895,0.5793145733435499,7389.925817571177
LP60038269,1.42805728270867e-27,1.0020257421576093e-25,4.198398667755814e-13,8.151269531250017,1.5217801273033627,-0.21465002363880686,0.07551443645585028,0.4641837141097237,6759.777686544906
LP60038303,1.8465288992928207e-19,3.6501230711934854e-23,1.1707039159011192e-12,10.008300781250021,1.589260251331617,-0.09108674368481742,0.04107488533550566,0.5163286787344961,7085.813811243343
LP60038308,1.5921852003926612e-45,1.3126685163581695e-49,1.4990562417641106e-10,8.730078125000016,1.6555528774580432,-0.18329901691067893,0.07121831185048005,0.3902067617408759,5467.7301058516705
LP60038311,7.478846378643363e-49,3.9212292397565105e-54,3.6501230711934854e-23,9.155078125000017,1.616546772430953,-0.13793031462113184,0.06532244282835649,0.38675667806192837,5512.75345559989
LP60038314,1.1921670236093826e-88,5.60784915285939e-94,0.0,6.9553710937500135,0.9725267549532985,0.9041618112809826,-0.5106276591013612,0.22229497691344707,4885.743275070169
LP60038321,8.315727503085477e-29,2.20201101697157e-24,9.727520510487445e-08,8.600878906250015,1.5918525207544663,0.03930925630042374,0.011129617593585201,0.47242778537535923,6643.121595302887
LP60038323,9.77506460673194e-23,1.579513677968968e-18,1.165061197304787e-06,8.882812500000016,1.6127497883222104,-0.11449823673728536,0.03707259842776307,0.5020870896292114,6901.85053406
LP60038330,7.009519121495364e-51,9.809337732334758e-50,3.0132458419803776e-17,8.74013671875002,1.6404247932133615,-0.16044007736024293,0.07283061533021329,0.3903786044456637,5499.176086833253
LP60038341,2.36906551180212e-17,1.1568911595595368e-17,1.6489358452648876e-08,8.458398437500016,1.5330656889476324,-0.10656692712091323,0.031233437628171754,0.487836292384345,6396.509626492382
LP60038346,2.3664633141956693e-14,1.1653305783467233e-15,1.0069008383079059e-10,10.562500000000021,1.6580715479250399,-0.03776886794494874,0.01455539725990079,0.5595827167956534,7297.670145221846
LP60038350,6.507300169514579e-12,5.638231695181051e-13,1.894951319782001e-07,10.302929687500022,1.663983107304603,-0.04518211815896242,0.016824002347321867,0.5584366747393711,7282.142304421021
LP60038364,1.3345355866873032e-27,5.855494196017974e-26,5.6412895900894535e-08,8.429492187500017,1.4714481574234817,-0.07926639466014679,0.034660390441891356,0.45091639442341297,6199.279621789049
LP60038366,2.6037587202540753e-151,1.5285163965075293e-151,2.3130343287897516e-290,10.32695312500002,0.651283310533752,0.7086233519369145,-0.2713234368389242,0.11213315806242784,3327.06368290288
LP60038367,2.6633213354543056e-15,1.6872621621927494e-19,8.580278415460908e-09,8.349316406250017,1.511236918442648,-0.11897922941864957,0.037499234106834985,0.4784618430542495,6320.032655627961
LP60038379,1.3235385605673188e-18,5.527959781104048e-21,5.228525930533657e-09,8.606250000000015,1.5038607388069358,-0.08082929572760514,0.02976826168663555,0.4849517145294756,7030.292899843453
LP60038415,3.060056219060889e-15,6.67155420409436e-21,1.697220830084508e-07,8.755078125000015,1.5539375714665764,-0.10474135072168214,0.036905295696154465,0.5025431118507029,7065.947037361554
LP60038428,0.0,0.0,0.0,12.350488281250023,0.9733526424131042,0.9202082930046804,-0.09394056678005987,0.05085698331309618,-3674.7886980556655
LP60038438,3.381992606120404e-27,1.4614150242328622e-30,2.6901467571219524e-13,7.375097656250015,1.4013403404824187,-0.07151807816970672,0.037355270003512867,0.4204869126351481,6661.670427629924
LP60038444,3.1376418688943943e-21,3.650123071193563e-23,1.2587032097009122e-05,8.326855468750015,1.4977376035781766,-0.07715034786152944,0.03030987557315736,0.4748749304372327,6952.3787771878015
LP60038445,6.431119058526496e-27,1.835109381427885e-30,3.223550402219072e-14,8.046972656250015,1.4831949417423638,-0.10225980526832927,0.0487101743351657,0.4511498038434199,6744.994375654301
LP60038452,2.2213621349777516e-15,5.419009276607895e-23,4.90757557287115e-12,8.401660156250017,1.5320323862743146,-0.12781074471748752,0.0484758189126774,0.4822381211684471,6926.806877373374
LP60038462,2.0454418520340455e-20,1.4457956236853933e-22,3.589555380572551e-15,8.99003906250002,1.5774132587668461,-0.173576407922927,0.06595166695095955,0.5083907552855255,7050.299681141321
LP60038473,2.3664633141958375e-14,2.690146757121828e-13,0.00048243369693028,9.606542968750018,1.644136662171164,-0.09769214802499583,0.026609630934012557,0.534006250068625,7121.610450237642
LP60038474,2.6786051387782054e-18,1.10552881402329e-23,8.088202462346377e-10,9.248046875000018,1.5104689787107457,-0.09448255158741102,0.034942704851451456,0.4675741670446366,6812.096634109514
LP60038524,1.1033490848254898e-36,1.6839055396762626e-33,5.6972623349948576e-30,8.561425781250017,1.3473547520097509,0.05432171542727255,-0.015904126739084472,0.407455705752305,6620.079180164945
LP60038539,5.817229539576435e-125,3.17760905680604e-135,0.0,9.561328125000017,0.9358930256136154,0.9934269769007315,-0.442195575166659,0.21399355454393632,4236.344433467555
LP60038541,0.0,0.0,0.0,19.28427734375004,0.7163650220478633,0.9378662376110487,-0.1280213304763762,0.04145737930109595,-3076.8608280867015
LP60038557,4.6194092623244694e-55,2.49886146882869e-55,2.4161821338021424e-299,6.613671875000012,1.022242110964756,0.03688344601608117,0.012252532708271221,0.26966378818626724,5970.456573593334
LP60052086,7.402143360212625e-24,4.044080505637719e-24,1.6839055396763344e-33,8.297558593750013,1.4297096635864106,0.0686532824464639,-0.017623866889853457,0.4372342021463147,6718.566797804611
LP60038592,6.187238178612598e-20,9.706524880975904e-21,3.060056219061063e-15,8.409082031250016,1.4955208718831032,-0.0881268564150952,0.033452450584788004,0.4747005211592307,6950.334535563767
LP60038600,8.526693540534463e-55,5.629181486912526e-67,0.0,8.792675781250015,0.9048524958101415,0.9926979779726017,-0.5671221541542508,0.2715581742264113,5619.422249123405
LP60038623,4.866251526380322e-13,4.933732834984897e-15,5.962156128266876e-05,10.40478515625002,1.6575464201978645,-0.1877643298294379,0.04657521629023213,0.5379326232746624,7112.3079058942985
LP60076478,0.0,0.0,0.0,5.027050781250008,0.5,-0.9023516617134442,-0.021756576461588545,1e-06,-47008.80967395373
LP60038690,7.430984001613456e-20,1.2344660998611041e-25,1.717930795212312e-13,8.365625000000016,1.4647409469173507,-0.06988602103502281,0.029641075500641347,0.4716466957053127,7007.978915769875
LP60038693,2.3664633141959047e-14,1.884289689174267e-18,1.9527578548859854e-09,9.550488281250018,1.5994079659189817,-0.026393576805288543,0.01577431807895295,0.5290412314437462,7186.855673704678
LP60038695,4.378430469407114e-16,5.5279597811044415e-21,1.5795136779689904e-18,9.07509765625002,1.534920284722978,-0.1585254709663966,0.05199587063326354,0.4947832391341903,7033.006321449116
LP60038704,1.736146658965315e-57,8.816414210839448e-52,7.430984001613456e-20,8.938964843750018,1.5961544449132263,-0.1013442358904202,0.060632674445168726,0.3802596585594797,5495.1669619172235
LP60038759,2.8435730941196994e-26,1.1192281734034174e-29,4.261384056048859e-10,8.594921875000017,1.492339295846136,-0.07011160188505745,0.029579581569032745,0.44331937230222757,6617.878646198369
LP60038767,0.0,0.0,0.0,9.45058593750002,0.5,-0.7408711131672637,-0.023040249515487415,1e-06,-46443.6724299028
LP60038781,2.1288115614604194e-21,1.1650143697076446e-25,1.951202625134526e-13,8.437402343750017,1.4943947697572195,-0.12851556982631332,0.04541989279746324,0.44681240147735657,6059.981325662309
LP60038816,5.022361615501628e-106,9.300763900812395e-114,0.0,11.336132812500022,1.107608102945134,0.9858915335133454,-0.39053600654921283,0.26309616644687933,4648.811696240053
LP60038831,1.7522968733546972e-29,2.8903550553042746e-30,2.608070686512538e-11,9.38750000000002,1.5346555013003056,-0.11962237194803471,0.04165786326818248,0.453693898372409,6585.962501929982
LP60076480,0.0,0.0,0.0,5.29755859375001,0.5273438066120874,-0.9687874864323105,-0.014348376394643283,1e-06,-36864.73551612007
LP60038866,4.578679225957022e-21,1.2844574768372725e-19,2.0454418520340455e-20,8.605566406250015,1.5280664739707324,-0.1639570727658425,0.06734830545981875,0.4903946152820854,7010.847221960814
LP60038875,1.8842896891742405e-18,2.7393447449990804e-29,1.2137015710497964e-08,8.248828125000015,1.4808827339618453,-0.08299311797866057,0.034958582783089935,0.4712930620206363,6960.001280870671
LP60038876,3.571874136901909e-17,5.149734405145946e-20,2.1901515523716267e-08,8.781835937500016,1.557514553637005,-0.07022440116877943,0.02333346276974873,0.4998785279372886,7029.994525227094
LP60038893,1.469906173696672e-122,3.6997654534518244e-124,1.3240878977278116e-73,7.094628906250012,0.5,0.12313873199753517,-0.03157177230992917,0.02932465418245584,1412.1117596046365
LP60038895,1.8364907922725227e-86,5.654391833824056e-88,0.0,7.133984375000013,0.760319739511295,0.8950233033009674,-0.5518198331842152,0.1859117285735388,4892.215737232008
